order_id,order_date,customer_name,state,city,price,profit,quantity,category,sub_category,subcat_cost,subcat_revenue,cost_per_unit
B-25686,2018-06-11,Pooja,Himachal Pradesh,Simla,332.00,-503.00,3,Electronics,Printers,1499.01,996.00,499.67
B-25686,2018-06-11,Pooja,Himachal Pradesh,Simla,1829.00,-56.00,6,Furniture,Tables,11029.98,10974.00,1838.33
B-25687,2018-06-11,Sanjna,Maharashtra,Mumbai,17.00,6.00,1,Clothing,Stole,11.00,17.00,11.00
B-25687,2018-06-11,Sanjna,Maharashtra,Mumbai,357.00,139.00,2,Clothing,Saree,575.00,714.00,287.50
B-25687,2018-06-11,Sanjna,Maharashtra,Mumbai,51.00,21.00,3,Clothing,T-shirt,132.00,153.00,44.00
B-25687,2018-06-11,Sanjna,Maharashtra,Mumbai,387.00,-213.00,5,Clothing,Saree,2148.00,1935.00,429.60
B-25687,2018-06-11,Sanjna,Maharashtra,Mumbai,14.00,-1.00,4,Clothing,Kurti,57.00,56.00,14.25
B-25688,2018-06-11,Swetha,Madhya Pradesh,Indore,352.00,-345.00,5,Clothing,Saree,2105.00,1760.00,421.00
B-25689,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,469.00,-459.00,3,Electronics,Electronic Games,1866.00,1407.00,622.00
B-25689,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,97.00,17.00,2,Clothing,Stole,177.00,194.00,88.50
B-25689,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,149.00,36.00,3,Clothing,Stole,411.00,447.00,137.00
B-25690,2018-06-15,Gunjan,Madhya Pradesh,Indore,31.00,10.00,3,Clothing,Skirt,83.01,93.00,27.67
B-25691,2018-06-16,Akancha,Maharashtra,Mumbai,714.00,56.00,4,Clothing,Saree,2800.00,2856.00,700.00
B-25691,2018-06-16,Akancha,Maharashtra,Mumbai,75.00,-25.00,3,Clothing,Stole,249.99,225.00,83.33
B-25691,2018-06-16,Akancha,Maharashtra,Mumbai,17.00,-9.00,3,Clothing,Stole,60.00,51.00,20.00
B-25692,2018-06-17,Rashmi,Madhya Pradesh,Indore,141.00,28.00,7,Furniture,Furnishings,959.00,987.00,137.00
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,76.00,-72.00,9,Clothing,Hankerchief,756.00,684.00,84.00
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,632.00,-316.00,6,Clothing,Saree,4108.02,3792.00,684.67
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,32.00,-16.00,6,Clothing,Saree,208.02,192.00,34.67
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,68.00,-30.00,1,Electronics,Phones,98.00,68.00,98.00
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,82.00,-39.00,5,Clothing,T-shirt,449.00,410.00,89.80
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,72.00,-49.00,1,Electronics,Phones,121.00,72.00,121.00
B-25693,2018-06-18,Parna,Madhya Pradesh,Bhopal,13.00,-13.00,2,Clothing,Skirt,39.00,26.00,19.50
B-25694,2018-06-18,Subhasmita,Rajasthan,Jaipur,167.00,43.00,7,Clothing,T-shirt,1126.02,1169.00,160.86
B-25695,2018-06-18,Suhani,West Bengal,Kolkata,171.00,14.00,9,Clothing,Shirt,1524.96,1539.00,169.44
B-25696,2018-06-21,Noopur,Karnataka,Bangalore,117.00,-6.00,3,Electronics,Phones,357.00,351.00,119.00
B-25696,2018-06-21,Noopur,Karnataka,Bangalore,116.00,-4.00,1,Clothing,Saree,120.00,116.00,120.00
B-25696,2018-06-21,Noopur,Karnataka,Bangalore,887.00,80.00,3,Electronics,Printers,2580.99,2661.00,860.33
B-25696,2018-06-21,Noopur,Karnataka,Bangalore,275.00,-275.00,4,Clothing,Saree,1375.00,1100.00,343.75
B-25696,2018-06-21,Noopur,Karnataka,Bangalore,44.00,7.00,3,Clothing,Kurti,125.01,132.00,41.67
B-25696,2018-06-21,Noopur,Karnataka,Bangalore,168.00,-9.00,3,Clothing,Saree,513.00,504.00,171.00
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,114.00,8.00,3,Electronics,Accessories,333.99,342.00,111.33
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,1300.00,-16.00,8,Electronics,Printers,10416.00,10400.00,1302.00
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,4.00,-3.00,1,Clothing,Skirt,7.00,4.00,7.00
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,73.00,-7.00,1,Electronics,Phones,80.00,73.00,80.00
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,67.00,-42.00,3,Clothing,Stole,243.00,201.00,81.00
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,322.00,-193.00,5,Electronics,Printers,1803.00,1610.00,360.60
B-25697,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,115.00,-39.00,3,Clothing,Trousers,384.00,345.00,128.00
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,87.00,-83.00,5,Clothing,Kurti,518.00,435.00,103.60
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,27.00,-6.00,4,Clothing,Hankerchief,114.00,108.00,28.50
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,207.00,-153.00,3,Clothing,Saree,774.00,621.00,258.00
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,516.00,-392.00,8,Furniture,Chairs,4520.00,4128.00,565.00
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,7.00,-2.00,1,Clothing,Hankerchief,9.00,7.00,9.00
B-25698,2018-06-23,Amisha,Tamil Nadu,Chennai,65.00,-16.00,2,Electronics,Phones,146.00,130.00,73.00
B-25699,2018-06-24,Kritika,Uttar Pradesh,Lucknow,20.00,-22.00,1,Furniture,Furnishings,42.00,20.00,42.00
B-25699,2018-06-24,Kritika,Uttar Pradesh,Lucknow,49.00,-31.00,2,Clothing,Stole,129.00,98.00,64.50
B-25699,2018-06-24,Kritika,Uttar Pradesh,Lucknow,34.00,-13.00,5,Clothing,Leggings,183.00,170.00,36.60
B-25699,2018-06-24,Kritika,Uttar Pradesh,Lucknow,21.00,-5.00,1,Electronics,Accessories,26.00,21.00,26.00
B-25700,2018-06-25,Shubhi,Maharashtra,Mumbai,129.00,-75.00,5,Clothing,Shirt,720.00,645.00,144.00
B-25700,2018-06-25,Shubhi,Maharashtra,Mumbai,44.00,-32.00,3,Clothing,Stole,164.01,132.00,54.67
B-25700,2018-06-25,Shubhi,Maharashtra,Mumbai,7.00,-3.00,2,Clothing,Hankerchief,17.00,14.00,8.50
B-25701,2018-06-26,Maithilee,Madhya Pradesh,Indore,10.00,-8.00,2,Clothing,Skirt,28.00,20.00,14.00
B-25701,2018-06-26,Maithilee,Madhya Pradesh,Indore,33.00,-29.00,3,Clothing,Shirt,128.01,99.00,42.67
B-25701,2018-06-26,Maithilee,Madhya Pradesh,Indore,98.00,-45.00,2,Furniture,Chairs,241.00,196.00,120.50
B-25701,2018-06-26,Maithilee,Madhya Pradesh,Indore,33.00,-12.00,5,Clothing,Hankerchief,177.00,165.00,35.40
B-25702,2018-06-27,Shaily,Maharashtra,Mumbai,75.00,0.00,3,Clothing,Shirt,225.00,225.00,75.00
B-25702,2018-06-27,Shaily,Maharashtra,Mumbai,424.00,-17.00,9,Furniture,Chairs,3833.01,3816.00,425.89
B-25702,2018-06-27,Shaily,Maharashtra,Mumbai,31.00,-3.00,4,Clothing,Saree,127.00,124.00,31.75
B-25702,2018-06-27,Shaily,Maharashtra,Mumbai,941.00,-203.00,3,Furniture,Tables,3026.01,2823.00,1008.67
B-25702,2018-06-27,Shaily,Maharashtra,Mumbai,306.00,-147.00,3,Clothing,Saree,1065.00,918.00,355.00
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,42.00,-23.00,2,Furniture,Furnishings,107.00,84.00,53.50
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,17.00,-3.00,2,Clothing,Stole,37.00,34.00,18.50
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,32.00,-5.00,5,Clothing,Hankerchief,165.00,160.00,33.00
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,231.00,-190.00,9,Clothing,Hankerchief,2268.99,2079.00,252.11
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,22.00,-15.00,4,Clothing,Kurti,103.00,88.00,25.75
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,97.00,-45.00,4,Clothing,Saree,433.00,388.00,108.25
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,47.00,-27.00,4,Clothing,Saree,215.00,188.00,53.75
B-25703,2018-06-28,Ekta,Madhya Pradesh,Indore,186.00,-141.00,9,Clothing,Shirt,1815.03,1674.00,201.67
B-25704,2018-06-29,Riya,Maharashtra,Mumbai,126.00,-63.00,3,Electronics,Accessories,441.00,378.00,147.00
B-25704,2018-06-29,Riya,Maharashtra,Mumbai,102.00,0.00,3,Electronics,Phones,306.00,306.00,102.00
B-25705,2018-06-30,Shweta,Madhya Pradesh,Indore,46.00,0.00,2,Electronics,Electronic Games,92.00,92.00,46.00
B-25706,2018-07-01,Swetlana,Goa,Goa,31.00,-11.00,4,Clothing,Stole,135.00,124.00,33.75
B-25707,2018-07-01,Shivani,Maharashtra,Mumbai,8.00,-6.00,1,Clothing,Stole,14.00,8.00,14.00
B-25708,2018-07-01,Kishwar,Madhya Pradesh,Indore,191.00,13.00,8,Furniture,Furnishings,1515.04,1528.00,189.38
B-25708,2018-07-01,Kishwar,Madhya Pradesh,Indore,709.00,-100.00,5,Electronics,Phones,3645.00,3545.00,729.00
B-25708,2018-07-01,Kishwar,Madhya Pradesh,Indore,81.00,-51.00,7,Clothing,Stole,618.03,567.00,88.29
B-25708,2018-07-01,Kishwar,Madhya Pradesh,Indore,32.00,-8.00,2,Clothing,Stole,72.00,64.00,36.00
B-25709,2018-07-01,Aakanksha,Madhya Pradesh,Indore,33.00,-12.00,7,Clothing,Saree,242.97,231.00,34.71
B-25709,2018-07-01,Aakanksha,Madhya Pradesh,Indore,41.00,-6.00,1,Furniture,Chairs,47.00,41.00,47.00
B-25710,2018-07-05,Megha,Maharashtra,Pune,216.00,-38.00,6,Furniture,Furnishings,1333.98,1296.00,222.33
B-25710,2018-07-05,Megha,Maharashtra,Pune,616.00,-69.00,7,Furniture,Furnishings,4381.02,4312.00,625.86
B-25710,2018-07-05,Megha,Maharashtra,Pune,10.00,-1.00,1,Clothing,Leggings,11.00,10.00,11.00
B-25710,2018-07-05,Megha,Maharashtra,Pune,25.00,0.00,4,Clothing,Skirt,100.00,100.00,25.00
B-25710,2018-07-05,Megha,Maharashtra,Pune,53.00,-18.00,4,Clothing,T-shirt,230.00,212.00,57.50
B-25710,2018-07-05,Megha,Maharashtra,Pune,13.00,-8.00,1,Clothing,T-shirt,21.00,13.00,21.00
B-25789,2018-09-22,Akshay,Uttar Pradesh,Lucknow,30.00,0.00,1,Clothing,Kurti,30.00,30.00,30.00
B-25711,2018-07-06,Sakshi,Madhya Pradesh,Bhopal,100.00,-58.00,4,Clothing,Hankerchief,458.00,400.00,114.50
B-25712,2018-07-07,Adhvaita,Rajasthan,Jaipur,193.00,-275.00,3,Electronics,Phones,854.01,579.00,284.67
B-25713,2018-07-08,Raksha,West Bengal,Kolkata,158.00,-63.00,4,Furniture,Chairs,695.00,632.00,173.75
B-25714,2018-07-09,Stuti,Karnataka,Bangalore,11.00,-5.00,2,Clothing,Hankerchief,27.00,22.00,13.50
B-25714,2018-07-09,Stuti,Karnataka,Bangalore,340.00,20.00,7,Clothing,Shirt,2359.98,2380.00,337.14
B-25715,2018-07-10,Srishti,Jammu and Kashmir,Kashmir,416.00,137.00,3,Electronics,Phones,1110.99,1248.00,370.33
B-25716,2018-07-11,Surabhi,Tamil Nadu,Chennai,58.00,0.00,4,Clothing,Saree,232.00,232.00,58.00
B-25717,2018-07-12,Manshul,Uttar Pradesh,Lucknow,561.00,212.00,3,Clothing,Saree,1470.99,1683.00,490.33
B-25717,2018-07-12,Manshul,Uttar Pradesh,Lucknow,138.00,-3.00,5,Clothing,Saree,693.00,690.00,138.60
B-25717,2018-07-12,Manshul,Uttar Pradesh,Lucknow,90.00,17.00,3,Clothing,Shirt,252.99,270.00,84.33
B-25717,2018-07-12,Manshul,Uttar Pradesh,Lucknow,55.00,-33.00,2,Furniture,Chairs,143.00,110.00,71.50
B-25718,2018-07-12,Anjali,Maharashtra,Mumbai,371.00,115.00,1,Furniture,Bookcases,256.00,371.00,256.00
B-25718,2018-07-12,Anjali,Maharashtra,Mumbai,460.00,31.00,3,Furniture,Bookcases,1349.01,1380.00,449.67
B-25719,2018-07-12,Rashmi,Madhya Pradesh,Indore,29.00,10.00,2,Clothing,Stole,48.00,58.00,24.00
B-25720,2018-07-15,Namrata,Punjab,Chandigarh,30.00,-35.00,1,Furniture,Chairs,65.00,30.00,65.00
B-25721,2018-07-16,Anchal,Haryana,Chandigarh,29.00,-18.00,7,Clothing,Skirt,220.99,203.00,31.57
B-25721,2018-07-16,Anchal,Haryana,Chandigarh,191.00,51.00,5,Clothing,Shirt,904.00,955.00,180.80
B-25721,2018-07-16,Anchal,Haryana,Chandigarh,149.00,-40.00,2,Electronics,Phones,338.00,298.00,169.00
B-25722,2018-07-17,Inderpreet,Himachal Pradesh,Simla,48.00,-8.00,8,Clothing,Stole,392.00,384.00,49.00
B-25723,2018-07-18,Wale,Maharashtra,Mumbai,26.00,-24.00,1,Clothing,Stole,50.00,26.00,50.00
B-25723,2018-07-18,Wale,Maharashtra,Mumbai,16.00,-12.00,2,Clothing,Stole,44.00,32.00,22.00
B-25723,2018-07-18,Wale,Maharashtra,Mumbai,12.00,-7.00,2,Clothing,Leggings,31.00,24.00,15.50
B-25723,2018-07-18,Wale,Maharashtra,Mumbai,76.00,-54.00,3,Electronics,Electronic Games,282.00,228.00,94.00
B-25724,2018-07-19,Sheetal,Madhya Pradesh,Indore,168.00,-51.00,2,Furniture,Bookcases,387.00,336.00,193.50
B-25725,2018-07-20,Anisha,Nagaland,Kohima,23.00,-5.00,7,Clothing,Hankerchief,165.97,161.00,23.71
B-25725,2018-07-20,Anisha,Nagaland,Kohima,26.00,-5.00,2,Clothing,Stole,57.00,52.00,28.50
B-25725,2018-07-20,Anisha,Nagaland,Kohima,144.00,-7.00,4,Electronics,Electronic Games,583.00,576.00,145.75
B-25726,2018-07-21,Kiran,Maharashtra,Mumbai,490.00,-128.00,8,Furniture,Bookcases,4048.00,3920.00,506.00
B-25727,2018-07-22,Turumella,Madhya Pradesh,Indore,57.00,-48.00,6,Clothing,Leggings,390.00,342.00,65.00
B-25727,2018-07-22,Turumella,Madhya Pradesh,Indore,327.00,114.00,4,Clothing,Trousers,1194.00,1308.00,298.50
B-25728,2018-07-22,Ameesha,Maharashtra,Pune,1055.00,264.00,4,Electronics,Printers,3956.00,4220.00,989.00
B-25728,2018-07-22,Ameesha,Maharashtra,Pune,771.00,-424.00,2,Electronics,Phones,1966.00,1542.00,983.00
B-25728,2018-07-22,Ameesha,Maharashtra,Pune,322.00,-113.00,4,Clothing,Saree,1401.00,1288.00,350.25
B-25729,2018-07-22,Madhulika,Madhya Pradesh,Bhopal,1549.00,-439.00,4,Electronics,Phones,6635.00,6196.00,1658.75
B-25730,2018-07-22,Rishabh,Rajasthan,Jaipur,1145.00,-706.00,3,Electronics,Phones,4140.99,3435.00,1380.33
B-25730,2018-07-22,Rishabh,Rajasthan,Jaipur,473.00,42.00,4,Furniture,Chairs,1850.00,1892.00,462.50
B-25730,2018-07-22,Rishabh,Rajasthan,Jaipur,96.00,22.00,5,Clothing,Stole,458.00,480.00,91.60
B-25730,2018-07-22,Rishabh,Rajasthan,Jaipur,18.00,8.00,2,Clothing,Hankerchief,28.00,36.00,14.00
B-25730,2018-07-22,Rishabh,Rajasthan,Jaipur,187.00,30.00,4,Electronics,Accessories,718.00,748.00,179.50
B-25730,2018-07-22,Rishabh,Rajasthan,Jaipur,83.00,-81.00,3,Furniture,Chairs,330.00,249.00,110.00
B-25731,2018-07-26,Akash,West Bengal,Kolkata,131.00,-154.00,8,Furniture,Furnishings,1202.00,1048.00,150.25
B-25732,2018-07-27,Anubhaw,Karnataka,Bangalore,16.00,-5.00,2,Clothing,Stole,37.00,32.00,18.50
B-25733,2018-07-28,Dhirajendu,Maharashtra,Mumbai,43.00,-43.00,7,Clothing,Stole,343.98,301.00,49.14
B-25733,2018-07-28,Dhirajendu,Maharashtra,Mumbai,30.00,-10.00,2,Clothing,Stole,70.00,60.00,35.00
B-25733,2018-07-28,Dhirajendu,Maharashtra,Mumbai,23.00,-6.00,4,Clothing,Hankerchief,98.00,92.00,24.50
B-25734,2018-07-29,Pranav,Madhya Pradesh,Indore,108.00,-19.00,3,Electronics,Electronic Games,342.99,324.00,114.33
B-25735,2018-07-30,Arindam,Uttar Pradesh,Lucknow,12.00,-2.00,3,Clothing,Hankerchief,38.01,36.00,12.67
B-25735,2018-07-30,Arindam,Uttar Pradesh,Lucknow,7.00,-1.00,2,Clothing,Skirt,15.00,14.00,7.50
B-25735,2018-07-30,Arindam,Uttar Pradesh,Lucknow,15.00,-7.00,1,Clothing,Hankerchief,22.00,15.00,22.00
B-25736,2018-07-31,Akshat,Maharashtra,Mumbai,31.00,-7.00,5,Clothing,Skirt,162.00,155.00,32.40
B-25737,2018-08-01,Shubham,Madhya Pradesh,Indore,187.00,-15.00,3,Clothing,Trousers,576.00,561.00,192.00
B-25738,2018-08-02,Ayush,Punjab,Chandigarh,70.00,-14.00,2,Furniture,Furnishings,154.00,140.00,77.00
B-25738,2018-08-02,Ayush,Punjab,Chandigarh,72.00,-6.00,3,Clothing,Saree,222.00,216.00,74.00
B-25738,2018-08-02,Ayush,Punjab,Chandigarh,1069.00,0.00,6,Clothing,Saree,6414.00,6414.00,1069.00
B-25738,2018-08-02,Ayush,Punjab,Chandigarh,148.00,-91.00,2,Electronics,Phones,387.00,296.00,193.50
B-25739,2018-08-03,Daksh,Haryana,Chandigarh,133.00,-56.00,2,Furniture,Chairs,322.00,266.00,161.00
B-25740,2018-08-03,Rane,Maharashtra,Mumbai,40.00,-37.00,3,Clothing,Stole,156.99,120.00,52.33
B-25740,2018-08-03,Rane,Maharashtra,Mumbai,7.00,0.00,2,Clothing,Skirt,14.00,14.00,7.00
B-25740,2018-08-03,Rane,Maharashtra,Mumbai,58.00,-8.00,2,Clothing,Saree,124.00,116.00,62.00
B-25741,2018-08-03,Navdeep,Madhya Pradesh,Indore,482.00,-6.00,7,Electronics,Electronic Games,3380.02,3374.00,482.86
B-25742,2018-08-03,Ashwin,Goa,Goa,11.00,-8.00,2,Clothing,Skirt,30.00,22.00,15.00
B-25743,2018-08-07,Aman,Nagaland,Kohima,143.00,-124.00,5,Clothing,Saree,839.00,715.00,167.80
B-25743,2018-08-07,Aman,Nagaland,Kohima,9.00,-5.00,1,Clothing,Saree,14.00,9.00,14.00
B-25743,2018-08-07,Aman,Nagaland,Kohima,503.00,-56.00,2,Clothing,Trousers,1062.00,1006.00,531.00
B-25743,2018-08-07,Aman,Nagaland,Kohima,74.00,-51.00,3,Clothing,Stole,273.00,222.00,91.00
B-25743,2018-08-07,Aman,Nagaland,Kohima,56.00,0.00,4,Clothing,Hankerchief,224.00,224.00,56.00
B-25745,2018-08-09,Kartik,Gujarat,Ahmedabad,44.00,-8.00,3,Clothing,Stole,140.01,132.00,46.67
B-25745,2018-08-09,Kartik,Gujarat,Ahmedabad,296.00,-225.00,11,Clothing,Saree,3480.95,3256.00,316.45
B-25745,2018-08-09,Kartik,Gujarat,Ahmedabad,670.00,15.00,5,Furniture,Bookcases,3335.00,3350.00,667.00
B-25745,2018-08-09,Kartik,Gujarat,Ahmedabad,132.00,-79.00,5,Furniture,Furnishings,739.00,660.00,147.80
B-25746,2018-08-10,Shivam,Maharashtra,Pune,87.00,16.00,2,Clothing,Saree,158.00,174.00,79.00
B-25747,2018-08-11,Harsh,Madhya Pradesh,Bhopal,877.00,395.00,2,Furniture,Bookcases,1359.00,1754.00,679.50
B-25748,2018-08-12,Nitant,Rajasthan,Jaipur,141.00,10.00,4,Clothing,Shirt,554.00,564.00,138.50
B-25748,2018-08-12,Nitant,Rajasthan,Jaipur,224.00,58.00,3,Electronics,Phones,614.01,672.00,204.67
B-25748,2018-08-12,Nitant,Rajasthan,Jaipur,8.00,-1.00,2,Clothing,Leggings,17.00,16.00,8.50
B-25748,2018-08-12,Nitant,Rajasthan,Jaipur,47.00,-21.00,2,Electronics,Electronic Games,115.00,94.00,57.50
B-25749,2018-08-13,Ayush,Maharashtra,Mumbai,1052.00,-82.00,3,Furniture,Bookcases,3237.99,3156.00,1079.33
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,212.00,-24.00,2,Furniture,Chairs,448.00,424.00,224.00
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,42.00,-15.00,12,Clothing,Skirt,519.00,504.00,43.25
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,208.00,-25.00,2,Clothing,Saree,441.00,416.00,220.50
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,22.00,-12.00,3,Clothing,Stole,78.00,66.00,26.00
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,539.00,-146.00,7,Furniture,Furnishings,3919.02,3773.00,559.86
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,78.00,-6.00,2,Furniture,Furnishings,162.00,156.00,81.00
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,20.00,-18.00,2,Clothing,Saree,58.00,40.00,29.00
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,19.00,-1.00,1,Clothing,Shirt,20.00,19.00,20.00
B-25750,2018-08-14,Priyanshu,Madhya Pradesh,Indore,73.00,-31.00,1,Furniture,Bookcases,104.00,73.00,104.00
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,10.00,-8.00,1,Clothing,Kurti,18.00,10.00,18.00
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,14.00,-3.00,2,Clothing,Leggings,31.00,28.00,15.50
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,68.00,-56.00,2,Electronics,Phones,192.00,136.00,96.00
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,106.00,0.00,2,Electronics,Phones,212.00,212.00,106.00
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,43.00,-5.00,2,Clothing,Saree,91.00,86.00,45.50
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,43.00,21.00,3,Clothing,Shirt,108.00,129.00,36.00
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,534.00,5.00,2,Electronics,Electronic Games,1063.00,1068.00,531.50
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,32.00,7.00,3,Clothing,Hankerchief,89.01,96.00,29.67
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,65.00,-4.00,6,Clothing,Hankerchief,394.02,390.00,65.67
B-25751,2018-08-14,Nishant,Maharashtra,Mumbai,221.00,-15.00,2,Electronics,Electronic Games,457.00,442.00,228.50
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,1361.00,197.00,9,Furniture,Bookcases,12051.99,12249.00,1339.11
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,761.00,266.00,9,Electronics,Electronic Games,6582.96,6849.00,731.44
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,76.00,27.00,5,Clothing,Stole,353.00,380.00,70.60
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,91.00,15.00,6,Clothing,T-shirt,531.00,546.00,88.50
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,8.00,-2.00,2,Clothing,Hankerchief,18.00,16.00,9.00
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,735.00,-235.00,6,Electronics,Printers,4645.02,4410.00,774.17
B-25752,2018-08-14,Vaibhav,Madhya Pradesh,Indore,33.00,-27.00,1,Furniture,Chairs,60.00,33.00,60.00
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,62.00,-56.00,5,Clothing,Kurti,366.00,310.00,73.20
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,27.00,-20.00,2,Clothing,Hankerchief,74.00,54.00,37.00
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,65.00,-52.00,3,Electronics,Accessories,246.99,195.00,82.33
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,47.00,-114.00,5,Furniture,Furnishings,349.00,235.00,69.80
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,341.00,-85.00,6,Clothing,Trousers,2131.02,2046.00,355.17
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,107.00,31.00,5,Clothing,T-shirt,504.00,535.00,100.80
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,154.00,22.00,7,Clothing,T-shirt,1056.02,1078.00,150.86
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,620.00,82.00,6,Electronics,Accessories,3637.98,3720.00,606.33
B-25753,2018-08-17,Shivam,Uttar Pradesh,Lucknow,77.00,-43.00,8,Clothing,Stole,659.04,616.00,82.38
B-25754,2018-08-18,Akshay,Bihar,Patna,72.00,-46.00,7,Clothing,Kurti,549.99,504.00,78.57
B-25754,2018-08-18,Akshay,Bihar,Patna,41.00,-14.00,5,Clothing,Leggings,219.00,205.00,43.80
B-25754,2018-08-18,Akshay,Bihar,Patna,30.00,-23.00,2,Clothing,Saree,83.00,60.00,41.50
B-25754,2018-08-18,Akshay,Bihar,Patna,93.00,-65.00,4,Clothing,Stole,437.00,372.00,109.25
B-25754,2018-08-18,Akshay,Bihar,Patna,19.00,0.00,3,Clothing,Skirt,57.00,57.00,19.00
B-25754,2018-08-18,Akshay,Bihar,Patna,9.00,-1.00,3,Clothing,Skirt,27.99,27.00,9.33
B-25754,2018-08-18,Akshay,Bihar,Patna,319.00,-312.00,5,Clothing,Saree,1907.00,1595.00,381.40
B-25754,2018-08-18,Akshay,Bihar,Patna,262.00,-215.00,2,Electronics,Printers,739.00,524.00,369.50
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,37.00,-53.00,3,Clothing,Saree,164.01,111.00,54.67
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,257.00,-3.00,2,Furniture,Bookcases,517.00,514.00,258.50
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,80.00,-19.00,5,Clothing,Stole,419.00,400.00,83.80
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,321.00,-315.00,5,Clothing,Saree,1920.00,1605.00,384.00
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,47.00,-3.00,2,Clothing,Stole,97.00,94.00,48.50
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,593.00,213.00,4,Furniture,Bookcases,2159.00,2372.00,539.75
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,134.00,-34.00,2,Furniture,Chairs,302.00,268.00,151.00
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,1709.00,564.00,3,Clothing,Trousers,4563.00,5127.00,1521.00
B-25755,2018-08-19,Shourya,Kerala ,Thiruvananthapuram,27.00,4.00,2,Clothing,Saree,50.00,54.00,25.00
B-25756,2018-08-20,Mohan,Maharashtra,Mumbai,465.00,-33.00,4,Electronics,Phones,1893.00,1860.00,473.25
B-25756,2018-08-20,Mohan,Maharashtra,Mumbai,643.00,-45.00,2,Electronics,Printers,1331.00,1286.00,665.50
